X,Y,Z,Label
147,274,732,0
180,294,746,0
201,326,765,0
229,322,746,0
240,323,725,0
244,312,723,0
245,335,735,0
269,355,758,0
262,361,843,0
286,393,880,0
304,393,886,0
293,393,951,0
320,385,958,0
315,385,983,0
309,386,1014,0
324,379,1015,0
321,378,1022,0
308,401,1020,0
309,415,1005,0
311,415,991,0
303,428,985,0
307,432,971,0
301,425,989,0
305,423,1014,0
336,407,1038,0
362,378,1041,0
355,369,1020,0
361,361,1025,0
371,372,1020,0
375,414,1028,0
421,402,1032,0
458,364,1077,0
469,319,1112,0
460,295,1101,0
453,277,1097,0
415,233,1079,0
408,241,1021,0
414,286,999,0
453,318,989,0
504,298,985,0
529,246,1032,0
524,185,1057,0
506,124,1125,0
504,86,1165,0
519,69,1165,0
499,82,1133,0
531,99,1105,0
552,95,1127,0
549,78,1133,0
536,69,1149,0
517,57,1133,0
504,55,1125,0
475,78,1101,0
472,87,1043,0
491,85,1016,0
499,57,991,0
474,30,1037,0
491,25,1058,0
475,27,1076,0
467,68,1067,0
463,92,1032,0
461,101,997,0
477,106,995,0
485,87,1026,0
474,61,1038,0
451,50,1007,0
440,56,999,0
431,46,1025,0
440,66,1026,0
445,64,1026,0
437,38,1056,0
442,30,1047,0
444,11,1068,0
466,-10,1085,0
447,-11,1114,0
457,-10,1126,0
469,-8,1143,0
447,-7,1128,0
453,-2,1108,0
452,-6,1116,0
443,-4,1073,0
446,10,1063,0
429,7,1073,0
434,35,1049,0
432,55,1038,0
420,57,1053,0
415,27,1050,0
405,22,1064,0
381,9,1050,0
388,-29,1062,0
365,-38,1053,0
351,-36,1062,0
349,-33,1073,0
334,-25,1069,0
328,-9,1002,0
311,6,981,0
306,23,1000,0
309,-6,982,0
306,-22,1008,0
280,-54,1038,0
264,-87,1082,0
276,-126,1111,0
277,-116,1111,0
269,-100,1104,0
267,-97,1057,0
262,-76,1027,0
252,-33,1011,0
239,11,969,0
240,17,936,0
242,-14,912,0
216,-179,1005,0
182,-279,1069,0
198,-308,1083,0
216,-299,1070,0
221,-234,1043,0
254,-150,969,0
255,-89,918,0
251,-83,860,0
242,-92,789,0
212,-102,744,0
178,-159,751,0
125,-229,790,0
93,-289,825,0
73,-309,881,0
80,-297,905,0
111,-251,887,0
129,-191,861,0
144,-155,819,0
133,-138,793,0
109,-133,799,0
109,-130,796,0
107,-167,807,0
106,-162,843,0
118,-135,865,0
131,-70,870,0
162,-30,867,0
178,6,874,0
169,29,858,0
189,41,845,0
182,38,822,0
167,38,826,0
151,39,811,0
139,62,840,0
136,92,870,0
117,123,893,0
109,177,900,0
89,219,903,0
70,280,885,0
57,332,857,0
29,370,819,0
-3,411,794,0
0,452,793,0
-10,478,796,0
9,475,801,0
15,483,823,0
22,486,877,0
32,479,908,0
57,469,954,0
70,434,989,0
59,402,1018,0
63,372,1014,0
65,341,1005,0
60,315,1035,0
64,295,1026,0
42,276,1033,0
30,255,1030,0
29,232,1025,0
19,231,1011,0
13,214,1007,0
16,194,1019,0
8,183,1016,0
12,175,1014,0
28,167,1008,0
23,161,1016,0
14,144,1020,0
8,114,1036,0
9,124,1033,0
24,139,1021,0
33,143,1003,0
32,138,998,0
36,136,990,0
19,137,989,0
28,133,1021,0
22,101,1044,0
5,90,1034,0
14,98,1004,0
20,94,1023,0
25,119,1014,0
16,121,1000,0
11,128,985,0
7,137,979,0
12,126,972,0
25,123,989,0
17,120,990,0
33,102,1004,0
33,113,1008,0
34,142,1007,0
45,145,994,0
51,150,1005,0
50,129,1001,0
56,119,991,0
48,119,986,0
58,129,1039,0
48,127,1038,0
56,121,1028,0
50,114,1014,0
47,124,994,0
47,129,1001,0
49,110,988,0
47,124,960,0
45,112,993,0
53,109,1017,0
50,98,1030,0
47,95,1010,0
48,88,996,0
48,89,1016,0
54,95,1007,0
51,93,1009,0
52,76,1015,0
55,47,1044,0
13,-116,914,0
21,-113,892,0
42,-95,867,0
38,-102,835,0
55,-97,827,0
49,-99,810,0
46,-86,790,0
41,-74,792,0
54,-51,788,0
50,-44,775,0
45,-43,777,0
77,-65,802,0
64,-61,829,0
81,-41,832,0
89,-29,844,0
97,-25,828,0
93,-7,842,0
108,7,839,0
107,24,839,0
119,56,852,0
110,78,833,0
117,99,841,0
140,128,793,0
164,179,781,0
165,213,801,0
183,240,765,0
202,275,750,0
205,311,762,0
230,312,790,0
245,308,801,0
231,304,809,0
222,302,820,0
234,328,825,0
239,357,822,0
264,380,809,0
287,400,814,0
295,405,844,0
297,392,855,0
295,393,865,0
293,392,877,0
286,408,876,0
304,420,870,0
305,431,850,0
329,453,859,0
334,463,874,0
346,464,895,0
353,448,940,0
351,436,963,0
340,434,1019,0
396,423,1039,0
431,390,1066,0
450,373,1059,0
461,345,1099,0
488,324,1099,0
520,308,1082,0
476,308,1112,0
466,325,1148,0
457,360,1162,0
459,380,1177,0
472,385,1170,0
478,379,1135,0
495,318,1136,0
485,256,1143,0
471,241,1142,0
461,210,1127,0
439,243,1132,0
451,277,1089,0
453,303,1062,0
466,300,1087,0
494,219,1147,0
450,152,1188,0
455,92,1188,0
437,55,1182,0
427,65,1132,0
426,102,1110,0
444,169,1033,0
454,188,986,0
455,160,1020,0
465,94,1054,0
451,58,1083,0
433,17,1162,0
422,3,1156,0
419,41,1137,0
446,126,1103,0
457,162,1082,0
460,171,1056,0
459,150,1067,0
457,92,1085,0
433,62,1120,0
442,34,1166,0
447,37,1207,0
480,56,1175,0
460,69,1177,0
451,51,1166,0
446,30,1163,0
421,68,1118,0
403,48,1120,0
397,10,1134,0
358,-19,1105,0
358,-29,1092,0
327,-43,1099,0
307,-39,1115,0
288,-35,1096,0
269,-13,1124,0
244,11,1093,0
249,23,1119,0
238,27,1145,0
235,30,1132,0
250,39,1149,0
266,24,1164,0
277,4,1200,0
301,9,1219,0
328,45,1219,0
366,77,1192,0
368,90,1129,0
342,162,1079,0
305,46,1064,0
297,-7,1011,0
263,-84,1013,0
230,-120,1052,0
240,-113,1045,0
256,-85,1056,0
233,-14,1036,0
243,11,978,0
207,-3,983,0
201,-37,915,0
166,-77,867,0
120,-94,892,0
111,-127,911,0
115,-158,928,0
103,-177,988,0
104,-153,962,0
120,-123,900,0
115,-90,883,0
105,-53,836,0
98,-56,790,0
61,-81,799,0
73,-122,809,0
66,-153,847,0
74,-206,902,0
81,-182,940,0
89,-129,932,0
99,-49,893,0
110,26,839,0
105,14,811,0
78,32,803,0
66,25,811,0
62,-25,865,0
46,-87,921,0
44,-105,936,0
48,-49,898,0
